LON,LAT,EDO,CLAVE,ESTACION,jul-24
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",167.23
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",117.65
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",102
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidrométrica, Sin.",141.22
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",141.22
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",72.84
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",97
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",158.11
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",78.53
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",483.3
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",687.91
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",516
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",781.2
-100.820556,21.88,SLP,IVGSL,"Valentín Gama, S.L.P.",120.4
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",255.27
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",560.61
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",474.1
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",328.4
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",109.2
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",167
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",639.42
-99.995,21.931389,SLP,RVDSL,"Observatorio de Río Verde, S.L.P.",181.4
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",96.1
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potosí, S.L.P.",167.1
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",640.5
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",297.6
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",718.2
-100.548333,21.629444,SLP,TIESL,"La Muñeca, S.L.P.",104.64
-99.146111,21.8225,SLP,TNCSL,"Tanchachín, S.L.P.",769
-101.9125,22.831944,SLP,VRASL,"Villa de Ramos, S.L.P.",100.5
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",144
-108.937778,27.021667,SON,ALMSO,"Alamos, Son.",194.41
-111.834444,30.714444,SON,ALTSO,"Observatorio de Altar, Son.",61
-109.8925,27.8225,SON,AOBSO,"Alvaro Obregón, Son.",86.03
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",192
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",82.57
-110.92,29.076667,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",23.9
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",46.57
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",91.01
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",59
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",133.52
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",147.5
-110.736389,29.472222,SON,CJNSO,"El Cajón, Son.",48.54
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",116.22
-109.931944,27.496389,SON,COBSO,"Ciudad Obregón, Son.",91.21
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",128.15
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",136.2
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",69.6
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",35.54
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",23.9
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",11.8
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",108.02
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",88.64
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",51.35
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",57.13
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",101.8
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",139.41
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",17.8
-109.083333,29.433333,SON,PDNSO,"Paso Nácori, Son.",115.82
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",181.11
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",26.51
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",2.22
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",115.94
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",39.82
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",83.72
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",167.59
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",98.05
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",62.62
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",203.02
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",51.24
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",193.6
-93.376389,18.001111,TAB,CARTB,"Cárdenas, Tab.",59.2
-91.229167,17.289722,TAB,CUSUMACINTA,"Cañón Usumacinta, Tab. SMN*",166.2
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",92.5
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",72.6
-93,17.975,TAB,GONTB,"González, Tab.",186.3
-93.066667,17.966667,TAB,GONZALEZ,"González, Tab. SGT*",150.1
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",283.5
-92.75,17.380556,TAB,OXOTB,"Oxolotán, Tab.",266.7
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",200.8
-93.622778,18.175,TAB,POBLADOC11,"Poblado C11, Tab. SGT*",57.2
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",201
-93.275556,17.996944,TAB,SAMTB,"Samaria, Tab.",194.4
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",287.6
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",205.8
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",226.2
-92.333889,17.840556,TAB,TEPETITAN,"Tepetitán, Tab. SGT*",85
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",79.6
-99.145556,22.986944,TAMPS,AHLTP,"Ahualulco, Tamps.",278.4
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",233.6
