LON,LAT,EDO,CLAVE,ESTACION,jul-24
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",230.51
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",520.8
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",174.98
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",146.3
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",318.4
-93.458611,17.446111,CHIS,PENCP,"Angel Albino Corzo, Chis.",345.51
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",187
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",133
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",81.2
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",380.4
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",535.3
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",264.2
-93.989722,16.470833,CHIS,RSACP,"Rosendo Salazar, Chis.",129.8
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",238.4
-92.104167,15.031667,CHIS,SANTODOMINGO,"Santo Domingo, Chis. Protección Civil*",566.12
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",457.2
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",129.4
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",93.4
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",126.8
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",172.2
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",196.7
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",176.2
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",182.5
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",256
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",294.9
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",250.2
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",229.3
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",299.4
-92.243333,14.99,CHIS,TAMCP,"Malpaso II, Chis.",427.7
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",322.4
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",394.2
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",262.3
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",253.9
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",212.7
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",219.4
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",257.9
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",236
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",146.46
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",297.8
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",31.1
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",206.6
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",62
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",28.7
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",31.82
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",27
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",9.8
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",25
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",11.22
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",8.75
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",62
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",106.43
-100.832222,28.82,COAH,LFGCL,"La Fragua, Coah.",86.75
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",141.43
-103.266667,25.766667,COAH,MADCL,"Madero, Coah.",30.32
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",21.7
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",17.41
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",140.5
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",53.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",4
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",65.63
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",70.13
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",103.2
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",102.52
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",356.02
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",173.32
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",325.6
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",158.11
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",234.98
-103.804167,19.2125,COL,CQMCM,"Coquimatlán, Col.",235.12
-103.6,19.325,COL,CUACM,"Cuauhtémoc, Col.",342.1
-103.884444,19.111389,COL,DJLCM,"P. deriv. Gregorio T. Q. Jala, Col.",173.15
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",131.8
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",163.62
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",266.9
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",179.83
-103.8125,19.3275,COL,PNTCM,"P. deriv. Peñitas, Col.",297.51
-104.100556,18.938611,COL,RDRCM,"Radar, Col.",144.51
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",394.8
-103.867778,18.911667,COL,TCMCM,"Tecomán, Col.",102.01
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",404.73
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",269.03
-99.235278,19.203333,DF,AJUSCOALTATEN,"Ajusco Alta Tensión, Cd. de Méx. SACMEX*",232.25
-99.197222,19.388611,DF,CAJA6IPSAYP,"Caja-6 IP San Antonio y Periferico, Cd. de Méx. SACMEX*",144.25
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",194.51
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",176.97
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",155.25
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",163.45
-99.021667,19.256111,DF,CERRILLOS,"Cerrillos, Cd. de Méx. SACMEX*",130.5
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",168.5
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SACMEX*",2.5
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",161
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",213.5
-99.077778,19.4775,DF,CRAEOCAVM,"San Juan de Aragón (CRAE OCAVM), Cd. de Méx. SACMEX*",119
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",180.2
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",193.57
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",127.32
-99.205,19.3,DF,DATDF,"Desviación Alta, Cd. de Méx.",85
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",127.5
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",280.27
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",208.85
-99.073056,19.288611,DF,ELMOLINOCDMX,"El Molino, Cd. de Méx. SACMEX*",109.25
-99.066667,19.377778,DF,EMRDF,"El Moral SACM, Cd. de Méx.",131.84
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",189.31
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",226.49
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de Méx.",154.6
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",122.5
-98.975,19.339167,DF,LACALDERA,"La Caldera Subestación eléctrica Santa Lucía, Méx. SACMEX*",106.26
-99.250833,19.633333,DF,LDEGUADALUPE,"Lago de Guadalupe, Méx. SGT*",174.75
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos (El Moral), Cd. de Méx.",121.22
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",159.75
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de Méx.",163.07
-99.120556,19.150556,DF,MTULMIAC,"Manantial Tulmiac, Cd. de Méx. SACMEX*",227.75
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de Méx.",206.55
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de Mécico Sur, Cd. de Méx.",153.25
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",120
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",2.5
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",171.56
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",52.5
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",160.6
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",207.25
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",154.3
-99.209444,19.308611,DF,PICACHOAJUSCO,"Planta Pichacho Ajusco Periférico, Cd. de Méx. SACMEX*",162.25
-99.219444,19.285278,DF,PICACHOHOMUN,"Picacho Homun, Cd. de Méx. SACMEX*",98.75
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",167.46
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",177.1
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",164.78
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",151.25
-99.177222,19.328889,DF,POZOCU,"Pozo C.U., Cd. de Méx. SACMEX*",126.25
-99.235556,19.423611,DF,PRESAMIXCOAC,"Presa Mixcoac, Cd. de Méx. SACMEX*",296.25
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",155.89
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",203.69
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",153.44
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",156.94
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",54
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",100.5
-99.059444,19.225278,DF,PTARSPACTOPAN,"PTAR San Pedro Actopan, Cd. de Méx. SACMEX*",116.5
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",163.52
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",190.54
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",197.77
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",81.52
-99.17,19.4,DF,RCMDF,"Radio Comunicación, Cd. de Méx.",131
-99.129444,19.237222,DF,RECLUSORIOSUR,"Pozo reclusorio Sur, Cd. de Méx. SACMEX*",128.25
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",46
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de Méx.",119.87
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",130.25
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",153.92
-99.176389,19.206389,DF,SMTOPILEJO,"San Miguel Topilejo, Cd. de Méx. SACMEX*",251.25
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SACMEX*",112.75
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",50.5
-98.960556,19.320833,DF,SSCDF,"La Caldera Subestación eléctrica Santa Lucía, Méx.",3.8
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",174.28
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",166.49
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",214.31
-99.000556,19.275,DF,TEQUESQUITE,"San José Tlahuac RB Tequesquite, Cd. de Méx. SACMEX*",2.5
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",189.28
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",257.74
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",193.64
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",137.5
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",191.04
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",148.74
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa Lucía), Cd. de Méx.",205.53
-99.245833,19.274167,DF,ZACATON,"Zacatón, Cd. de Méx. SACMEX*",236.5
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",305.46
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",203.42
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",108.6
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",131.02
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",271.4
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",143.54
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",344
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",55.03
-104.9225,24.803889,DGO,GUADR,"Guatimapé, Dgo.",172.65
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",231.52
-99.170556,19.286944,DGO,LAJOYACDMX,"La Joya, Cd. de Méx. SACMEX*",86
-104.75,23.516667,DGO,LBYDR,"Las Bayas, Dgo.",193.4
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",90.95
-105.0475,23.899167,DGO,NAVDR,"Navíos Viejos, Dgo.",180.3
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",202.62
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",181
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",82.42
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",239.52
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",254.01
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",91.03
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",36.01
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",56.06
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",133.84
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",48.01
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",46.4
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",80.8
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",304.72
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",234.23
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",149.51
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",108.02
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",101.5
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",256.7
-100.5175,18.075833,GRO,AFIGR,"Andrés Figueroa, Gro.",219.6
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",366.1
-99.104722,18.106944,GRO,ATENANGOCFE,"Atenango del Río, Gro. CFE*",325.3
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",99.4
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",378.6
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",355
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",221.2
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",169
-100.089444,17.008889,GRO,CDBGR,"Coyuca de Benítez, Gro.",103.5
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",207
-99.5,17.55,GRO,CHILPANCINGOob,"Observatorio de Chilpancingo, Gro. SMN*",32.2
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",207.2
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",141.1
-98.970833,16.614722,GRO,COPGR,"Copala, Gro.",74.7
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",164.5
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.",237.81
-99.516667,17.233333,GRO,EOCGR,"El Ocotito, Gro.",388.8
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",319.3
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",323.9
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",310.1
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",98
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",67
-99.369167,17.471111,GRO,MCHGR,"Mochitlán, Gro.",324
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",105.7
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",154.8
-98.735,17.777222,GRO,OLNGR,"Olinalá, Gro.",279.5
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",299.9
-98.888333,18.020833,GRO,PAPALUTLACFE,"Papalutla, Gro. CFE*",213.5
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",305
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",206.7
-99.166111,16.823611,GRO,RMEGR,"Revolución Mexicana, Gro.",67
-100.478611,18.171944,GRO,SCRISTOBALCFE,"San Cristóbal, Gro. CFE*",253.6
-100.472778,17.139444,GRO,SJEGR,"San Jerónimo, Gro.",72.5
-99.516944,17.920833,GRO,SJTETELCINGOCFE,"San Juan Tetelcingo, Gro. CFE*",149.01
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",592.9
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",32.8
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",431.4
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",218
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",243.1
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",251.8
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",234.4
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetlán, Gro.",211
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",102.8
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",251.13
-100.712222,20.0325,GTO,ACNGJ,"Acámbaro, Gto.",326.02
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",254.37
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",138.61
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",178.04
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",211.5
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",142.56
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",192.9
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",102
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",192.6
-101.666667,20.616667,GTO,CRMGJ,"Cuerámaro, Gto.",146.34
-100.962778,20.487778,GTO,CRTGJ,"Cortázar, Gto.",322.2
-101.666667,21.191667,GTO,CSSGJ,"Los Castillos, Gto.",138.63
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",171.44
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",142.56
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",145.05
-101.244444,20.872222,GTO,ECHGJ,"El Chapín, Gto.",227.07
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",132.71
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",187.54
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",317.01
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",234.84
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",167.23
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",214.04
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",238.53
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",293.54
-101.693333,21.136389,GTO,LENGJ,"León, Gto.",160.01
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",166
-101.358889,20.276111,GTO,LJIGJ,"Las Jícamas, Gto.",157
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",227.9
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",185.07
-100.878333,21.105,GTO,PNLGJ,"Peñuelitas, Gto.",174.81
-101.287778,20.867222,GTO,PRSGJ,"La Purísima, Gto.",192.8
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",234.91
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",318.4
-100.666667,20.05,GTO,SL2GJ,"Solis, Gto.",274.04
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",184.17
-100.669722,20.055278,GTO,SLSGJ,"Solís, Gto.",274.05
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",244.85
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",161.2
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",235.74
-101.3,20.6,GTO,TEMGJ,"Temascatío, Gto.",276.02
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",343.1
-100.0925,21.298889,GTO,XICGJ,"Xichú, Gto.",220.03
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",43.5
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",472.9
-99.36,20.163889,HGO,ENDHD,"Endhó, Hgo.",137.02
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",768.2
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",369.8
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",148.6
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",337.5
-98.757222,20.591667,HGO,LMTHD,"Metztitlán, Hgo.",125.31
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",121.51
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatlán, Hgo.",461.52
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",95.5
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo Gómez, Hgo.",94.04
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",125.03
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",74.05
-99.308333,20.573611,HGO,TAXQUILLOCFE,"Taxquillo, Hgo. CFE*",118.5
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",94.44
-99.348333,20.056944,HGO,TLRHD,"Tula Las Rosas, Hgo.",220.1
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",2.8
-98.647222,20.652778,HGO,ZXTHD,"Zacualtipán, Hgo.",270
-103.225278,22.327222,JAL,ACHZC,"Achimec, Jal.",188.04
-102.436944,21.599444,JAL,AJJJL,"Ajojucar, Jal.",224.51
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",256.01
-103.446389,20.746667,JAL,BAZJL,"Base Aérea Zapopan, Jal.",197.02
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",264.52
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",203.63
-103.782778,21.831667,JAL,BLNJL,"Bolaños, Jal.",128.5
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzmán, Jal.",266.4
-104.555278,19.627778,JAL,CHFJL,"El Chiflón, Jal.",469.52
-102.774167,19.287778,JAL,CHLMC,"Constitución de Apatzingán, Jal.",181
-104.566667,19.233333,JAL,CIHJL,"Cihuatlán, Jal.",172.86
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotlán, Jal.",178.6
-105.129722,19.9975,JAL,CPEJL,"Cajón de Peña, Jal.",309.2
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",428
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",294.35
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",327.51
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",307.61
-102.976111,20.681389,JAL,EGCJL,"Ing. Elías González Chávez, Jal.",267.52
-104.285278,19.845833,JAL,ELCJL,"El Corcovado, Jal.",144.95
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",285.5
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",319.61
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",360.9
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",209.1
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",256.53
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",299.05
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",118.3
-105.206667,20.728611,JAL,LDBJL,"La Desembocada, Jal.",151.62
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",175.5
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",186.84
-104.786389,20.525278,JAL,MSCJL,"Mascota, Jal.",310.43
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",215.66
-103.361667,20.583889,JAL,PITJL,"PIAE Toluquilla, Jal.",289.01
